Name,Level,Other_Title
Rossijskij gosudarstvenny`j gumanitarny`j universitet,Other identified publication channels,Russian State University for the Humanities;Izdatelʹstvo RGGU;
Welsh academic press,1,
Tokai university press,Other identified publication channels,
Cornell University Southeast Asia Program publications,Other identified publication channels,
Netbiblo,Other identified publication channels,
Cengage learning asia,Other identified publication channels,
Institut d´études slaves,Other identified publication channels,
Universidad de Las Palmas de Gran Canaria,Other identified publication channels,
Escuela Técnica Superior de Arquitectura de Madrid,Other identified publication channels,
Daanish books,Other identified publication channels,OpenWord Daanish Books;
E`kon-inform,Other identified publication channels,
Higher education press,Other identified publication channels,
Schwabe Verlag,Other identified publication channels,
St. Petersburg Center for the History of Ideas,Other identified publication channels,
Interesource group publishing,Other identified publication channels,Interesource Group (Ireland) Limited;
Didrichsenin taidemuseo,Other identified publication channels,Didrichsen Museum of Art and Culture;
Högskolan Kristianstad,Other identified publication channels,Kristianstad University Press;
Lönnströmin taidemuseo,Other identified publication channels,Teresia ja Rafael Lönnströmin Säätiö;Teresia and Rafael Lönnström Foundation;Teresia och Rafael Lönnströms Stiftelse;
Rovaniemen kaupunki,Other identified publication channels,
Ostravská univerzita,Other identified publication channels,
Dispute,Other identified publication channels,La Dispute;
Czestochowa University of Technology,Other identified publication channels,
S. Hirzel Verlag,Other identified publication channels,"Hirzel, s., verlag gmbh & co.;"
Asser press,Other identified publication channels,T.M.C. Asser Press cop.;T.M.C. Asser Press;
N-1 Publications,Other identified publication channels,
Council for international organizations of medical sciences,Other identified publication channels,CIOMS;
Wyższa Szkoła Ekonomiczna w Białymstoku,Other identified publication channels,Bialystok School of Economics;
Éditions nouvelles Cécile Defaut,Other identified publication channels,
Landsforeningen af læsepædagoger,Other identified publication channels,
VK-Kustannus Oy,Other identified publication channels,
Addison-Wesley,Other identified publication channels,Addison-Wesley Professional;
Oikeusministeriö,Other identified publication channels,
Korea national open university press,Other identified publication channels,KNOU Press;
Suomen maataloustieteellinen seura,Other identified publication channels,
Cacucci editore,Other identified publication channels,
Walter & Duncan Gordon Foundation,Other identified publication channels,
Deutsche Bundesbank,Other identified publication channels,
Norges musikkhøgskole,Other identified publication channels,The Norwegian Academy of Music;
Bückle & Böhm,Other identified publication channels,Verlag Bückle & Böhm;
Online dictionary of intercultural philosophy,Other identified publication channels,
European trade union institute,Other identified publication channels,ETUI;
European university institute,Other identified publication channels,EUI;
Hochschule für angewandte wissenschaften München,Other identified publication channels,Munich University of Applied Sciences;
Heidelberg university,Other identified publication channels,Heidelberg University Publishing;
Sanoma magazines,Other identified publication channels,
Universidade de Lisboa,Other identified publication channels,ISA Press;
Editura Universitatii Al. I. Cuza,Other identified publication channels,"Editura Universitatii ,,Alexandru Ioan Cuza';"
Pegem akademi,Other identified publication channels,
TIMSS & PIRLS International Study Center,Other identified publication channels,
Wohlers associates,Other identified publication channels,
VU uitgeverij,Other identified publication channels,VU University Press;
Platforma obwatelska,Other identified publication channels,
Turun museokeskus,Other identified publication channels,
Cheske vysoke ucheni technicke v Praze,Other identified publication channels,CTU Publishing House;Czech Technical University in Prague;
Ehrensvärd-seura ry,Other identified publication channels,Samfundet Ehrensvärd rf;
Éditions érès,Other identified publication channels,
Södertörns högskola,Other identified publication channels,Södertorn University;Södertorn University Press;Södertörn Philosophical Studies;
Victoria business school,Other identified publication channels,
Jamtli,Other identified publication channels,Jamtli förlag;
Societas sanctae birgittae,Other identified publication channels,
Gyldendal juridisk,Other identified publication channels,
Institutet för pentekostala studier,Other identified publication channels,
Future medicine ltd,Other identified publication channels,
Eidos,Other identified publication channels,E`jdos;
Lakehead University Centre for Northern Studies,Other identified publication channels,
Hammaslääketieteen historian seura Aurora,Other identified publication channels,
Museovirasto,Other identified publication channels,
Mäntykustannus,Other identified publication channels,Mäntykustannus Oy;
Grif i K,Other identified publication channels,Grif and Co;
Karlstads universitet,Other identified publication channels,
TAPPI press,Other identified publication channels,
NSU Press,Other identified publication channels,
Suomen kasvatus- ja perheneuvontaliitto,Other identified publication channels,Suomen kasvatus- ja perheneuvontaliitto ry;
Vantaa-seura : Vandasällskapet ry,Other identified publication channels,
Mikkelin valokuvakeskus,Other identified publication channels,Mikkelin valokuvataide ry;
Idiootti,Other identified publication channels,
S B Editori,Other identified publication channels,
Saxa verlag,Other identified publication channels,
VVM,Other identified publication channels,Издательстве ВВМ;
